기업명,코드,업종,15회업종분류,"규모
코드","내부
지분율
(4)","전문경영인정도
(3)","소비성
지출
(3)","위험성
(5)","관계사
출자
(3)","관계사
지급보증
(2)","건전성
(20점)","공정거래1
(1)","공정거래2
(2)","불성실
공시
(2)","
사업
보고서 
적정성
(2)","사외이사비율
(2)","사외이사의이사회
참여
(2)","공정성
(11점)","장애인
고용비율
(2)","여성
채용비율
(2)","기부금
(3)","사회봉사
기여도
(7)","공산품사후봉사
우수기업인증
(2)","품질
관련인증
(3)","광고비
과다지출
(2)","소비자보호만족도
총점
(7)","환경
회계공시
(2)","에너지
효율
(2)","환경관련인증 
및 수상
(3)","수,대,특 
오염실태(3)","환경보호만족도
총점
(10)","작업장
보건
안전인증(2)","1인당
교육훈련비
(2)","교육훈련비
증가율
(2)","임금
보상체계
(2)","복지후생
(2)","종업원
만족도
총점
(10)","연구개발지출
(제조2점/
비제조3점)","특허및장영실상
(제조1점)","수익성
(1)","성장성
(1)","설비투자
(제조1점)","고용인력
증가율
(비제조1점)","조세납부
(제조1점,
비제조2점)","배당성향
(1)","노동생산성
증가율
(1)","수출비중
(제조1점)","경제발전
기여도
(10)","정량평가
총점
(75)"
데이콤,' 15940,통신업,비제조/서비스업,1 ,2.62 ,2.55 ,2.55 ,3.50 ,0.75 ,1.70 ,13.67 ,0.55 ,1.10 ,1.70 ,2.00 ,2.00 ,2.00 ,9.35 ,1.10 ,0.50 ,0.78 ,2.38 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.41 ,1.08 ,0.62 ,5.61 ,1.65 ,,0.34 ,0.26 ,,0.25 ,0.50 ,0.25 ,0.59 ,,3.84 ,42.90 
아세아제지,' 02310,종이제품제조,식약/섬유/종이업,2 ,2.48 ,2.55 ,2.10 ,4.25 ,1.20 ,1.10 ,13.68 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,1.19 ,0.50 ,0.77 ,2.45 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,1.39 ,0.65 ,1.45 ,0.61 ,4.59 ,0.50 ,0.25 ,0.25 ,0.26 ,1.00 ,,0.30 ,0.25 ,0.35 ,0.40 ,3.56 ,42.88 
신흥,' 04080,도매업,비제조/서비스업,2 ,1.32 ,1.20 ,3.00 ,2.75 ,2.10 ,1.10 ,11.47 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.61 ,0.50 ,1.82 ,3.93 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.76 ,1.74 ,0.99 ,5.99 ,2.10 ,,0.71 ,0.26 ,,0.85 ,1.04 ,0.28 ,0.47 ,,5.71 ,42.85 
하이스틸,' 71090,제1차금속산업,금속/비금속/화학업,2 ,1.97 ,1.65 ,2.55 ,4.25 ,2.55 ,1.40 ,14.37 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,2.00 ,0.50 ,0.50 ,5.50 ,0.50 ,0.25 ,0.84 ,0.26 ,1.00 ,,0.65 ,0.26 ,0.78 ,0.70 ,5.24 ,42.84 
코리아써키트,' 07810,영상통신장비제조,전기전자/기계업,3 ,3.01 ,2.10 ,2.55 ,2.75 ,1.65 ,1.40 ,13.46 ,0.55 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,6.95 ,0.97 ,1.40 ,0.82 ,3.19 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,1.00 ,1.98 ,0.69 ,0.50 ,4.68 ,1.10 ,0.25 ,0.72 ,0.26 ,1.00 ,,0.36 ,0.27 ,0.54 ,0.85 ,5.35 ,42.82 
성지건설,' 05980,종합건설업,비제조/서비스업,2 ,3.25 ,1.20 ,3.00 ,2.75 ,1.65 ,1.70 ,13.55 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.88 ,1.70 ,1.54 ,4.12 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,0.50 ,0.50 ,0.59 ,0.57 ,2.65 ,1.65 ,,0.99 ,0.26 ,,0.85 ,1.29 ,0.26 ,1.00 ,,6.30 ,42.82 
삼양통상,' 02170,도매업,비제조/서비스업,2 ,2.66 ,2.10 ,3.00 ,4.25 ,2.10 ,1.70 ,15.81 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.41 ,1.70 ,0.78 ,3.89 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.50 ,0.50 ,0.81 ,0.50 ,2.81 ,0.75 ,,0.37 ,0.26 ,,0.85 ,0.78 ,0.28 ,0.36 ,,3.65 ,42.77 
대한제당,' 01790,음식료품제조업,식약/섬유/종이업,1 ,2.16 ,2.55 ,2.55 ,2.00 ,1.20 ,1.10 ,11.56 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.75 ,0.50 ,1.86 ,4.11 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,0.75 ,2.10 ,5.05 ,0.50 ,2.00 ,1.01 ,1.40 ,1.45 ,6.35 ,1.10 ,0.55 ,0.43 ,0.26 ,0.76 ,,0.31 ,0.28 ,0.47 ,0.55 ,4.71 ,42.73 
페이퍼코리아,' 01020,종이제품제조,식약/섬유/종이업,2 ,2.68 ,2.55 ,1.20 ,4.25 ,2.55 ,1.70 ,14.93 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,1.10 ,8.45 ,0.50 ,0.50 ,1.16 ,2.16 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.51 ,0.69 ,0.52 ,5.22 ,0.50 ,0.25 ,0.33 ,0.26 ,1.00 ,,0.25 ,0.30 ,0.45 ,0.55 ,3.89 ,42.70 
쌍용,' 01250,도매업,비제조/서비스업,1 ,2.15 ,2.55 ,2.10 ,2.75 ,1.20 ,0.50 ,11.25 ,0.85 ,1.70 ,1.70 ,1.60 ,1.50 ,2.00 ,9.35 ,1.19 ,0.50 ,0.76 ,2.45 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.07 ,2.00 ,2.00 ,7.57 ,1.65 ,,0.54 ,0.26 ,,0.25 ,0.50 ,0.25 ,0.52 ,,3.97 ,42.64 
화천기공,' 00850,기타장비제조업,전기전자/기계업,2 ,1.95 ,1.20 ,2.55 ,3.50 ,1.20 ,1.70 ,12.10 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,0.50 ,1.70 ,1.92 ,4.12 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.84 ,0.77 ,1.44 ,0.87 ,4.42 ,1.40 ,0.70 ,0.44 ,0.26 ,1.00 ,,0.30 ,0.28 ,0.44 ,0.70 ,5.52 ,42.55 
애경유화,' 06840,화학제품제조업,금속/비금속/화학업,1 ,2.80 ,1.65 ,3.00 ,2.75 ,1.65 ,0.80 ,12.65 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.75 ,0.50 ,1.22 ,2.47 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,1.13 ,1.00 ,1.25 ,5.88 ,1.40 ,0.25 ,0.40 ,0.26 ,1.00 ,,0.38 ,0.34 ,0.48 ,0.85 ,5.35 ,42.54 
대한도시가스,' 26870,전기가스증기업,비제조/서비스업,1 ,2.49 ,2.10 ,3.00 ,4.25 ,2.10 ,1.70 ,15.64 ,0.55 ,1.10 ,1.70 ,1.60 ,0.50 ,0.50 ,5.95 ,1.75 ,0.50 ,0.77 ,3.02 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.89 ,1.23 ,0.62 ,5.23 ,1.65 ,,0.40 ,0.26 ,,0.25 ,0.76 ,0.35 ,0.52 ,,4.19 ,42.54 
한국특수형강,' 07280,제1차금속산업,금속/비금속/화학업,2 ,2.48 ,2.10 ,3.00 ,2.00 ,1.65 ,1.70 ,12.93 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.64 ,0.64 ,1.18 ,0.50 ,3.46 ,1.40 ,0.25 ,1.00 ,0.26 ,1.00 ,,0.44 ,0.26 ,0.84 ,0.40 ,5.84 ,42.52 
동해전장,' 19180,전기장비제조,전기전자/기계업,3 ,2.69 ,1.65 ,2.55 ,2.75 ,1.20 ,1.70 ,12.54 ,0.85 ,1.70 ,0.50 ,2.00 ,1.10 ,2.00 ,8.15 ,1.19 ,0.50 ,0.87 ,2.56 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.53 ,1.69 ,0.78 ,0.64 ,5.14 ,1.40 ,0.25 ,1.00 ,0.26 ,1.00 ,,0.41 ,0.27 ,0.55 ,0.85 ,6.00 ,42.43 
디씨엠,' 24090,제1차금속산업,금속/비금속/화학업,3 ,2.36 ,1.20 ,2.55 ,5.00 ,2.10 ,1.70 ,14.91 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.50 ,0.85 ,2.53 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.67 ,1.24 ,0.96 ,0.50 ,3.87 ,0.50 ,0.25 ,0.47 ,0.26 ,0.81 ,,0.54 ,0.29 ,0.49 ,0.70 ,4.31 ,42.42 
대한화섬,' 03830,화학제품제조업,금속/비금속/화학업,1 ,2.14 ,2.10 ,2.55 ,5.00 ,1.65 ,1.70 ,15.14 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,0.64 ,0.62 ,0.57 ,0.50 ,2.83 ,0.50 ,0.25 ,0.28 ,0.26 ,1.00 ,,0.25 ,0.28 ,0.79 ,0.85 ,4.46 ,42.42 
WISCOM,' 24070,고무제품제조,금속/비금속/화학업,2 ,2.02 ,2.55 ,1.65 ,5.00 ,2.55 ,1.70 ,15.47 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,1.19 ,0.50 ,0.83 ,2.52 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.56 ,0.91 ,0.71 ,0.69 ,3.37 ,1.10 ,0.25 ,0.48 ,0.26 ,1.00 ,,0.48 ,0.34 ,0.41 ,0.40 ,4.72 ,42.38 
이건산업,' 08250,목재제품제조,식약/섬유/종이업,2 ,2.44 ,1.20 ,3.00 ,2.00 ,1.65 ,1.10 ,11.39 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,1.10 ,7.45 ,2.00 ,0.50 ,0.94 ,3.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,1.36 ,1.90 ,0.69 ,6.46 ,1.10 ,0.25 ,0.39 ,0.26 ,1.00 ,,0.27 ,0.29 ,0.49 ,0.55 ,4.60 ,42.29 
하이트맥주,' 00140,음식료품제조업,식약/섬유/종이업,1 ,2.34 ,2.55 ,3.00 ,3.50 ,2.55 ,1.40 ,15.34 ,0.25 ,0.50 ,1.70 ,2.00 ,0.50 ,0.50 ,5.45 ,0.95 ,0.50 ,1.28 ,2.73 ,1.00 ,0.75 ,1.00 ,2.75 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,2.00 ,0.83 ,0.99 ,0.84 ,5.16 ,0.50 ,0.25 ,0.56 ,0.26 ,1.00 ,,0.63 ,0.28 ,0.47 ,0.40 ,4.36 ,42.18 
웅진코웨이,' 21240,기타장비제조업,전기전자/기계업,1 ,2.56 ,2.55 ,2.55 ,2.00 ,2.10 ,1.40 ,13.16 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.50 ,1.40 ,1.36 ,3.26 ,1.70 ,0.75 ,1.00 ,3.45 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.75 ,1.06 ,0.72 ,5.03 ,1.40 ,0.85 ,0.70 ,0.26 ,0.44 ,,0.34 ,0.31 ,0.51 ,0.40 ,5.22 ,42.18 
동방,' 04140,육상운송업,비제조/서비스업,2 ,3.02 ,1.65 ,2.10 ,2.00 ,1.65 ,0.80 ,11.22 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,0.50 ,1.40 ,3.00 ,4.90 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.98 ,1.01 ,0.92 ,5.41 ,1.65 ,,0.52 ,0.26 ,,0.40 ,0.76 ,0.27 ,0.34 ,,4.19 ,42.03 
중앙건설,' 15110,종합건설업,비제조/서비스업,1 ,2.78 ,2.10 ,2.10 ,2.00 ,2.55 ,1.70 ,13.23 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,3.00 ,4.69 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.42 ,0.57 ,0.66 ,0.56 ,3.69 ,1.65 ,,0.68 ,0.26 ,,0.85 ,0.92 ,0.27 ,0.42 ,,5.05 ,41.96 
삼영화학공업,' 03720,고무제품제조,금속/비금속/화학업,2 ,1.68 ,2.10 ,1.65 ,4.25 ,1.20 ,1.40 ,12.28 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.50 ,0.82 ,2.51 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,0.60 ,0.58 ,1.43 ,1.65 ,4.76 ,0.80 ,0.25 ,0.25 ,0.26 ,1.00 ,,0.38 ,0.25 ,0.32 ,0.70 ,4.21 ,41.91 
남선홈웨어,' 69470,기타장비제조업,전기전자/기계업,3 ,2.98 ,1.65 ,3.00 ,2.00 ,1.65 ,1.40 ,12.68 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.58 ,0.80 ,2.00 ,0.69 ,4.57 ,0.80 ,0.25 ,0.31 ,0.27 ,1.00 ,,0.25 ,0.25 ,0.82 ,0.85 ,4.80 ,41.88 
성문전자,' 14910,영상통신장비제조,전기전자/기계업,3 ,3.05 ,2.10 ,1.65 ,2.00 ,1.65 ,1.70 ,12.15 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,1.12 ,2.81 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.54 ,0.87 ,1.43 ,0.85 ,5.20 ,1.10 ,0.25 ,0.47 ,0.26 ,1.00 ,,0.32 ,0.26 ,0.41 ,0.85 ,4.92 ,41.88 
대림요업,' 05750,비금속광물제조업,금속/비금속/화학업,2 ,2.38 ,2.55 ,2.55 ,2.00 ,2.10 ,0.80 ,12.38 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,2.00 ,0.50 ,0.77 ,3.27 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,0.81 ,0.78 ,1.11 ,0.78 ,3.98 ,0.80 ,0.55 ,0.38 ,0.26 ,1.00 ,,0.40 ,0.35 ,0.33 ,0.40 ,4.47 ,41.85 
동양철관,' 08970,제1차금속산업,금속/비금속/화학업,3 ,2.73 ,2.55 ,2.10 ,2.75 ,2.10 ,1.70 ,13.93 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,1.70 ,0.76 ,3.64 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.41 ,0.81 ,0.93 ,0.56 ,4.20 ,0.80 ,0.25 ,0.37 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.43 ,0.55 ,4.17 ,41.84 
신풍제약,' 19170,화학제품제조업,식약/섬유/종이업,2 ,2.72 ,2.55 ,1.20 ,2.00 ,1.65 ,1.70 ,11.82 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.94 ,0.50 ,1.02 ,3.46 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.93 ,1.85 ,1.07 ,6.35 ,0.50 ,0.25 ,0.49 ,0.26 ,1.00 ,,0.43 ,0.35 ,0.43 ,0.55 ,4.26 ,41.79 
톰보이,' 12580,의복제조업,식약/섬유/종이업,3 ,2.79 ,1.20 ,3.00 ,2.75 ,2.10 ,1.70 ,13.54 ,0.55 ,1.10 ,1.70 ,2.00 ,1.50 ,0.50 ,7.35 ,0.81 ,1.70 ,0.83 ,3.34 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.17 ,1.87 ,1.04 ,6.58 ,0.50 ,0.25 ,0.34 ,0.26 ,0.26 ,,0.27 ,0.33 ,0.45 ,0.25 ,2.91 ,41.76 
한세실업,' 16450,의복제조업,식약/섬유/종이업,2 ,1.71 ,1.65 ,2.55 ,2.00 ,1.65 ,1.10 ,10.66 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,1.50 ,7.85 ,1.19 ,1.70 ,0.90 ,3.79 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.22 ,2.00 ,1.83 ,7.55 ,0.50 ,0.25 ,0.46 ,0.26 ,0.25 ,,0.34 ,0.29 ,0.56 ,0.85 ,3.76 ,41.66 
동부정밀화학,' 12030,화학제품제조업,금속/비금속/화학업,2 ,1.49 ,2.10 ,3.00 ,4.25 ,1.20 ,1.70 ,13.74 ,0.85 ,1.70 ,0.50 ,1.60 ,0.50 ,0.50 ,5.65 ,1.33 ,0.50 ,0.75 ,2.58 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,2.00 ,1.07 ,0.73 ,0.58 ,4.88 ,1.10 ,0.25 ,0.65 ,0.26 ,1.00 ,,0.26 ,0.26 ,0.51 ,0.85 ,5.15 ,41.65 
보해양조,' 00890,음식료품제조업,식약/섬유/종이업,2 ,2.53 ,2.10 ,2.55 ,2.00 ,1.65 ,1.10 ,11.93 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.61 ,0.50 ,3.00 ,5.11 ,1.00 ,0.75 ,1.00 ,2.75 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.74 ,0.68 ,2.00 ,0.92 ,4.84 ,1.40 ,0.25 ,0.36 ,0.26 ,0.85 ,,0.45 ,0.25 ,0.52 ,0.40 ,4.75 ,41.64 
한국폴리우레탄공업,' 10640,화학제품제조업,금속/비금속/화학업,3 ,2.85 ,2.10 ,2.10 ,4.25 ,1.65 ,1.70 ,14.65 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.33 ,0.96 ,1.53 ,0.82 ,5.14 ,0.50 ,0.40 ,0.38 ,0.26 ,1.00 ,,0.40 ,0.31 ,0.38 ,0.40 ,4.03 ,41.56 
한일철강,' 02220,제1차금속산업,금속/비금속/화학업,2 ,2.53 ,1.65 ,2.55 ,4.25 ,1.65 ,1.70 ,14.33 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.69 ,2.00 ,0.55 ,0.50 ,4.24 ,0.50 ,0.25 ,0.70 ,0.26 ,0.72 ,,0.58 ,0.27 ,0.62 ,0.25 ,4.16 ,41.52 
대한은박지공업,' 07480,제1차금속산업,금속/비금속/화학업,2 ,2.96 ,1.20 ,3.00 ,1.25 ,2.10 ,1.70 ,12.21 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,2.00 ,0.50 ,0.79 ,3.29 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.52 ,2.00 ,2.00 ,0.50 ,5.52 ,0.50 ,0.25 ,0.29 ,0.26 ,1.00 ,,0.27 ,0.30 ,0.55 ,0.70 ,4.11 ,41.48 
세원정공,' 21820,자동차제조,전기전자/기계업,3 ,2.57 ,1.20 ,3.00 ,3.50 ,2.10 ,1.70 ,14.07 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,0.50 ,0.85 ,2.54 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,0.60 ,0.69 ,1.70 ,0.50 ,3.99 ,0.50 ,0.40 ,0.50 ,0.26 ,1.00 ,,0.44 ,0.26 ,0.48 ,0.70 ,4.55 ,41.39 
영화금속,' 12280,자동차제조,전기전자/기계업,3 ,3.34 ,1.65 ,3.00 ,1.25 ,2.10 ,0.50 ,11.84 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,1.50 ,7.85 ,1.19 ,0.80 ,0.80 ,2.78 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.55 ,1.53 ,2.00 ,0.50 ,6.07 ,1.40 ,0.25 ,0.29 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.54 ,0.55 ,4.79 ,41.39 
에스엘,' 05850,자동차제조,전기전자/기계업,1 ,2.25 ,1.65 ,3.00 ,2.00 ,1.65 ,1.10 ,11.65 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.92 ,0.50 ,1.02 ,3.43 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,0.89 ,1.03 ,0.56 ,4.98 ,1.10 ,0.70 ,0.70 ,0.26 ,1.00 ,,0.34 ,0.27 ,0.45 ,0.85 ,5.67 ,41.33 
화승인더스트리,' 06060,고무제품제조,금속/비금속/화학업,2 ,2.50 ,2.10 ,2.55 ,2.00 ,1.20 ,1.10 ,11.45 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.39 ,0.50 ,1.08 ,2.97 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,1.43 ,0.76 ,1.02 ,0.61 ,4.32 ,0.50 ,0.25 ,0.55 ,0.26 ,1.00 ,,0.33 ,0.27 ,0.39 ,0.85 ,4.39 ,41.27 
남광토건,' 01260,종합건설업,비제조/서비스업,1 ,2.97 ,2.55 ,2.10 ,2.00 ,2.55 ,1.70 ,13.87 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,0.78 ,1.70 ,0.87 ,3.34 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,1.36 ,1.03 ,0.77 ,5.66 ,0.75 ,,0.25 ,0.26 ,,0.25 ,0.50 ,0.25 ,0.49 ,,2.75 ,41.23 
화승알앤에이,' 13520,자동차제조,전기전자/기계업,1 ,2.31 ,2.55 ,2.55 ,2.00 ,1.20 ,0.80 ,11.41 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.99 ,0.50 ,0.76 ,2.25 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,0.74 ,1.43 ,0.88 ,5.55 ,1.40 ,0.70 ,0.56 ,0.26 ,1.00 ,,0.28 ,0.26 ,0.50 ,0.85 ,5.82 ,41.23 
진흥기업,' 02780,종합건설업,비제조/서비스업,1 ,2.94 ,2.55 ,3.00 ,2.00 ,1.65 ,0.80 ,12.94 ,0.55 ,1.10 ,0.50 ,2.00 ,0.50 ,0.50 ,5.15 ,1.19 ,0.80 ,1.09 ,3.08 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,1.50 ,2.00 ,1.44 ,1.89 ,0.60 ,7.42 ,0.75 ,,0.44 ,0.28 ,,0.85 ,0.50 ,0.25 ,0.60 ,,3.67 ,41.21 
일신방직,' 03200,섬유제품제조업,식약/섬유/종이업,1 ,2.02 ,1.65 ,2.10 ,4.25 ,1.65 ,1.70 ,13.37 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.94 ,0.50 ,0.98 ,3.42 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,1.34 ,0.95 ,0.88 ,0.72 ,4.40 ,0.50 ,0.25 ,0.33 ,0.26 ,1.00 ,,0.33 ,0.31 ,0.37 ,0.85 ,4.20 ,41.18 
한국철강,' 01940,제1차금속산업,금속/비금속/화학업,1 ,2.50 ,1.20 ,3.00 ,4.25 ,1.65 ,1.40 ,14.00 ,0.55 ,1.10 ,1.70 ,1.60 ,1.10 ,0.50 ,6.55 ,2.00 ,0.50 ,0.76 ,3.26 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,0.70 ,0.73 ,1.13 ,0.50 ,3.55 ,0.50 ,0.25 ,0.77 ,0.26 ,1.00 ,,0.51 ,0.26 ,0.54 ,0.40 ,4.49 ,41.05 
